accident_id,city,state,latitude,longitude,cluster,risk_score,hour,casualties,accident_severity,weather,visibility,road_type,traffic_density
5167,Kolkata,West Bengal,22.527019,88.410585,1,0.45,17,1,major,clear,high,rural,high
5168,Hyderabad,Telangana,17.525655,78.53635,2,0.65,21,4,minor,fog,low,rural,high
5169,Kolkata,West Bengal,22.634417,88.47518,2,0.45,11,2,major,fog,low,urban,low
5170,Chandigarh,Punjab,30.627647,76.765101,2,0.65,21,1,fatal,fog,low,rural,medium
5171,Kolkata,West Bengal,22.59886,88.327017,1,0.1,11,2,minor,clear,high,urban,low
5172,Mumbai,Maharashtra,18.849578,72.870367,2,0.6,17,3,minor,fog,low,highway,medium
5173,Chandigarh,Punjab,30.731355,76.731308,3,0.55,21,0,minor,rain,low,highway,medium
5174,Chennai,Tamil Nadu,13.160576,80.10095,1,0.45,19,1,major,clear,high,urban,high
5175,Chennai,Tamil Nadu,13.125641,80.270732,2,0.45,6,3,major,fog,low,highway,medium
5176,Chandigarh,Punjab,30.759297,76.769453,2,0.65,3,3,fatal,fog,low,highway,low
5177,Chandigarh,Punjab,30.753063,76.865124,3,0.45,20,0,minor,rain,low,highway,low
5178,Kolkata,West Bengal,22.600604,88.493144,1,0.3,15,2,minor,clear,high,highway,high
5179,Chandigarh,Punjab,30.698188,76.826923,2,0.6,10,0,major,fog,low,highway,medium
5180,Chennai,Tamil Nadu,12.900436,80.256927,2,0.45,12,2,minor,fog,low,rural,medium
5181,Bangalore,Karnataka,12.973737,77.609044,2,0.45,16,0,minor,fog,low,highway,medium
5182,Bangalore,Karnataka,12.990476,77.552686,2,0.45,13,5,minor,fog,low,highway,medium
5183,Kolkata,West Bengal,22.457501,88.440307,2,0.65,23,4,fatal,fog,low,highway,low
5184,Chennai,Tamil Nadu,12.858275,80.142778,1,0.5,11,2,fatal,clear,high,rural,high
5185,Kolkata,West Bengal,22.541747,88.419612,2,0.65,2,0,minor,fog,low,urban,high
5186,Chandigarh,Punjab,30.771534,76.795632,2,0.65,3,1,fatal,fog,low,highway,low
5187,Mumbai,Maharashtra,18.966334,72.711272,2,0.45,2,1,minor,fog,low,urban,low
5188,Delhi,Delhi,28.525435,77.15074,1,0.1,12,1,minor,clear,high,urban,medium
5189,Kolkata,West Bengal,22.536864,88.450788,1,0.1,0,2,minor,clear,high,urban,low
5190,Delhi,Delhi,28.541868,77.08724,3,0.65,14,1,minor,rain,low,urban,high
5191,Delhi,Delhi,28.533992,76.854335,0,0.6,18,3,major,rain,medium,rural,high
5192,Chennai,Tamil Nadu,12.813662,80.121273,2,0.45,0,1,major,fog,low,highway,low
5193,Kolkata,West Bengal,22.592501,88.447626,2,0.45,7,1,major,fog,low,urban,medium
5194,Chennai,Tamil Nadu,12.830269,80.185378,2,0.45,13,5,minor,fog,low,rural,medium
5195,Delhi,Delhi,28.703447,77.293732,3,0.45,15,0,minor,rain,low,rural,low
5196,Kolkata,West Bengal,22.439662,88.386289,3,0.45,13,0,minor,rain,low,highway,low
5197,Mumbai,Maharashtra,18.961366,72.950498,3,0.45,1,2,minor,rain,low,rural,low
5198,Chandigarh,Punjab,30.744205,76.865539,1,0.1,23,0,major,clear,high,highway,medium
5199,Chennai,Tamil Nadu,13.176686,80.167788,1,0.45,19,0,minor,clear,high,rural,high
5200,Chandigarh,Punjab,30.605887,76.745443,2,0.45,15,3,minor,fog,low,highway,medium
5201,Delhi,Delhi,28.47824,76.854034,1,0.1,2,2,minor,clear,high,highway,low
5202,Bangalore,Karnataka,13.022967,77.451662,2,0.8,17,1,major,fog,low,rural,high
5203,Kolkata,West Bengal,22.577252,88.33137,0,0.4,18,0,major,rain,medium,rural,medium
5204,Delhi,Delhi,28.787786,77.262303,2,0.45,7,0,minor,fog,low,highway,low
5205,Chennai,Tamil Nadu,12.872029,80.134123,1,0.1,0,0,minor,clear,high,urban,low
5206,Chennai,Tamil Nadu,13.146157,80.216694,0,0.8,9,1,fatal,rain,medium,rural,high
5207,Chennai,Tamil Nadu,12.816074,80.262722,3,0.45,3,3,major,rain,low,rural,low
5208,Hyderabad,Telangana,17.311839,78.529839,1,0.1,22,0,minor,clear,high,urban,low
5209,Pune,Maharashtra,18.575185,73.946037,1,0.45,18,1,minor,clear,high,urban,high
5210,Kolkata,West Bengal,22.559082,88.404331,1,0.1,21,2,major,clear,high,urban,medium
5211,Chandigarh,Punjab,30.653711,76.702976,1,0.45,10,1,minor,clear,high,rural,high
5212,Mumbai,Maharashtra,19.024531,72.791252,2,0.45,23,0,minor,fog,low,rural,medium
5213,Chandigarh,Punjab,30.643854,76.755245,3,0.45,3,0,minor,rain,low,rural,low
5214,Hyderabad,Telangana,17.484044,78.489467,2,0.45,6,2,minor,fog,low,highway,medium
5215,Delhi,Delhi,28.728297,76.893088,0,0.25,20,2,major,rain,medium,rural,low
5216,Chennai,Tamil Nadu,13.035809,80.170197,0,0.8,9,2,fatal,rain,medium,highway,high
5217,Kolkata,West Bengal,22.680277,88.413277,1,0.3,13,1,major,clear,high,urban,high
5218,Kolkata,West Bengal,22.610398,88.422683,0,0.25,3,4,minor,rain,medium,rural,low
5219,Hyderabad,Telangana,17.506495,78.350651,2,1.0,9,3,fatal,fog,low,rural,high
5220,Kolkata,West Bengal,22.578619,88.434632,1,0.1,11,0,major,clear,high,rural,low
5221,Delhi,Delhi,28.525359,77.044932,3,0.45,21,1,major,rain,low,urban,low
5222,Pune,Maharashtra,18.652013,73.731641,0,0.25,16,4,minor,rain,medium,urban,medium
5223,Bangalore,Karnataka,12.801797,77.427985,2,0.45,3,4,minor,fog,low,rural,low
5224,Hyderabad,Telangana,17.220691,78.5396,1,0.1,0,2,minor,clear,high,highway,low
5225,Bangalore,Karnataka,12.987178,77.573292,1,0.1,6,0,minor,clear,high,highway,medium
5226,Mumbai,Maharashtra,18.912094,72.83412,0,0.45,15,2,minor,rain,medium,urban,high
5227,Chandigarh,Punjab,30.656304,76.834697,2,0.65,0,0,minor,fog,low,rural,high
5228,Pune,Maharashtra,18.68797,73.850589,3,0.45,14,0,minor,rain,low,urban,low
5229,Pune,Maharashtra,18.453133,73.928925,0,0.25,3,3,minor,rain,medium,urban,low
5230,Kolkata,West Bengal,22.547589,88.485437,3,0.65,16,1,minor,rain,low,rural,high
5231,Chennai,Tamil Nadu,12.800328,80.212585,2,0.45,6,2,minor,fog,low,rural,low
5232,Delhi,Delhi,28.69111,77.219116,1,0.1,11,2,major,clear,high,rural,medium
5233,Bangalore,Karnataka,12.957344,77.497573,1,0.3,21,2,minor,clear,high,urban,high
5234,Bangalore,Karnataka,12.970866,77.727784,3,0.45,3,0,major,rain,low,highway,medium
5235,Hyderabad,Telangana,17.38315,78.537405,0,0.6,17,1,major,rain,medium,highway,high
5236,Delhi,Delhi,28.510438,76.823901,1,0.1,11,2,minor,clear,high,highway,medium
5237,Chandigarh,Punjab,30.613923,76.816082,0,0.45,0,0,major,rain,medium,urban,high
5238,Chennai,Tamil Nadu,13.106379,80.121158,1,0.1,2,0,major,clear,high,urban,medium
5239,Hyderabad,Telangana,17.408809,78.40215,0,0.25,0,1,major,rain,medium,urban,low
5240,Chandigarh,Punjab,30.705263,76.736215,2,0.8,17,2,minor,fog,low,highway,high
5241,Chennai,Tamil Nadu,13.019017,80.244442,3,0.65,6,2,major,rain,low,urban,high
5242,Delhi,Delhi,28.614558,77.212181,1,0.45,18,3,major,clear,high,rural,high
5243,Bangalore,Karnataka,13.091095,77.682125,3,0.45,3,4,major,rain,low,rural,low
5244,Kolkata,West Bengal,22.686659,88.467123,1,0.65,10,1,fatal,clear,high,rural,high
5245,Chennai,Tamil Nadu,13.121331,80.152805,1,0.25,10,0,major,clear,high,rural,low
5246,Chandigarh,Punjab,30.772272,76.886776,0,0.6,10,0,minor,rain,medium,urban,high
5247,Bangalore,Karnataka,13.104214,77.48054,1,0.1,23,0,minor,clear,high,highway,low
5248,Pune,Maharashtra,18.400045,73.87265,3,0.45,4,1,major,rain,low,urban,low
5249,Kolkata,West Bengal,22.564424,88.295053,0,0.6,9,0,minor,rain,medium,rural,high
5250,Hyderabad,Telangana,17.523204,78.54836,2,0.45,0,3,minor,fog,low,rural,low
5251,Delhi,Delhi,28.510778,77.092689,3,0.8,8,2,fatal,rain,low,urban,medium
5252,Mumbai,Maharashtra,18.845514,72.826188,2,0.45,4,4,major,fog,low,urban,low
5253,Pune,Maharashtra,18.4772,73.933186,1,0.1,2,4,minor,clear,high,urban,medium
5254,Chandigarh,Punjab,30.740061,76.825071,2,0.8,19,1,major,fog,low,rural,high
5255,Chandigarh,Punjab,30.759688,76.862174,2,0.65,20,1,minor,fog,low,highway,high
5256,Pune,Maharashtra,18.692015,73.990758,2,0.45,2,3,minor,fog,low,highway,low
5257,Pune,Maharashtra,18.513864,73.962287,2,1.0,19,5,fatal,fog,low,urban,high
5258,Pune,Maharashtra,18.598085,73.898877,0,0.6,19,3,fatal,rain,medium,urban,medium
5259,Chandigarh,Punjab,30.604705,76.809635,3,0.45,23,0,major,rain,low,rural,low
5260,Mumbai,Maharashtra,19.07929,72.997366,3,0.45,23,3,minor,rain,low,highway,low
5261,Pune,Maharashtra,18.426114,73.774536,0,0.25,23,3,major,rain,medium,rural,medium
5262,Mumbai,Maharashtra,19.080825,72.94761,1,0.45,8,0,minor,clear,high,rural,high
5263,Hyderabad,Telangana,17.310842,78.389258,1,0.1,22,2,major,clear,high,highway,low
5264,Chandigarh,Punjab,30.637696,76.845742,0,0.4,18,0,major,rain,medium,urban,medium
5265,Mumbai,Maharashtra,19.006079,72.842004,0,0.4,8,0,minor,rain,medium,rural,medium
5266,Kolkata,West Bengal,22.596609,88.363628,0,0.45,13,4,fatal,rain,medium,rural,low
5267,Chennai,Tamil Nadu,12.995069,80.185781,0,0.6,18,4,major,rain,medium,urban,high
5268,Bangalore,Karnataka,13.117755,77.616941,2,0.45,14,1,minor,fog,low,urban,medium
5269,Pune,Maharashtra,18.509121,73.866182,1,0.1,11,0,major,clear,high,highway,medium
5270,Mumbai,Maharashtra,19.253115,72.768662,0,0.45,1,3,fatal,rain,medium,highway,low
5271,Pune,Maharashtra,18.603384,73.90607,0,0.25,0,1,major,rain,medium,rural,low
5272,Hyderabad,Telangana,17.518663,78.445447,2,0.65,5,4,minor,fog,low,highway,high
5273,Chandigarh,Punjab,30.758682,76.717956,1,0.3,23,2,fatal,clear,high,rural,low
5274,Chennai,Tamil Nadu,13.103214,80.220878,2,0.65,11,3,minor,fog,low,highway,high
5275,Chandigarh,Punjab,30.745192,76.796909,2,0.45,2,3,minor,fog,low,rural,low
5276,Pune,Maharashtra,18.460004,73.948942,0,0.25,3,1,major,rain,medium,urban,low
5277,Mumbai,Maharashtra,19.11215,72.937231,2,0.65,7,0,major,fog,low,highway,high
5278,Kolkata,West Bengal,22.512132,88.36229,1,0.3,20,1,major,clear,high,urban,high
5279,Mumbai,Maharashtra,19.0271,72.857153,2,0.65,11,1,major,fog,low,rural,high
5280,Kolkata,West Bengal,22.60692,88.438905,2,0.65,5,0,major,fog,low,rural,high
5281,Bangalore,Karnataka,12.881647,77.486966,2,0.6,19,1,minor,fog,low,highway,medium
5282,Kolkata,West Bengal,22.495954,88.200316,1,0.25,18,4,major,clear,high,urban,low
5283,Mumbai,Maharashtra,19.00337,72.744031,2,0.6,17,0,major,fog,low,highway,medium
5284,Bangalore,Karnataka,12.873421,77.68583,3,0.45,5,2,minor,rain,low,urban,low
5285,Delhi,Delhi,28.776628,76.864804,0,0.25,14,5,minor,rain,medium,rural,medium
5286,Chennai,Tamil Nadu,12.817179,80.168162,3,0.8,10,3,major,rain,low,highway,high
5287,Kolkata,West Bengal,22.458235,88.360138,1,0.3,22,1,minor,clear,high,highway,high
5288,Hyderabad,Telangana,17.213537,78.271401,3,0.45,23,1,major,rain,low,highway,medium
5289,Delhi,Delhi,28.857391,77.094864,2,0.65,20,1,major,fog,low,urban,high
5290,Hyderabad,Telangana,17.575746,78.456017,2,0.8,9,0,minor,fog,low,highway,high
5291,Pune,Maharashtra,18.598374,73.911595,1,0.45,8,2,major,clear,high,urban,high
5292,Bangalore,Karnataka,13.072683,77.656376,2,0.6,9,2,minor,fog,low,highway,low
5293,Pune,Maharashtra,18.679305,73.747897,3,0.65,11,3,minor,rain,low,urban,high
5294,Hyderabad,Telangana,17.594801,78.438036,2,0.45,14,0,major,fog,low,rural,medium
5295,Delhi,Delhi,28.554914,77.194699,1,0.3,20,0,minor,clear,high,highway,high
5296,Bangalore,Karnataka,13.05414,77.471889,2,0.45,1,0,minor,fog,low,urban,low
5297,Kolkata,West Bengal,22.489087,88.216227,3,0.6,10,3,minor,rain,low,urban,low
5298,Kolkata,West Bengal,22.563053,88.368433,1,0.1,11,4,minor,clear,high,highway,medium
5299,Pune,Maharashtra,18.470062,73.8666,1,0.3,12,1,fatal,clear,high,rural,low
5300,Pune,Maharashtra,18.43276,73.899539,1,0.45,9,1,major,clear,high,highway,high
5301,Bangalore,Karnataka,12.805664,77.462955,1,0.1,23,1,minor,clear,high,rural,medium
5302,Pune,Maharashtra,18.513608,73.852287,2,0.65,12,0,major,fog,low,rural,high
5303,Pune,Maharashtra,18.668857,73.708944,1,0.1,22,1,major,clear,high,rural,medium
5304,Delhi,Delhi,28.812799,76.946557,3,0.8,19,1,major,rain,low,highway,high
5305,Mumbai,Maharashtra,18.956535,72.73,0,0.25,3,2,minor,rain,medium,highway,medium
5306,Hyderabad,Telangana,17.321026,78.401068,0,0.25,5,1,major,rain,medium,rural,low
5307,Delhi,Delhi,28.855687,77.073245,1,0.1,1,3,minor,clear,high,urban,low
5308,Kolkata,West Bengal,22.447694,88.392106,3,0.45,15,2,minor,rain,low,urban,low
5309,Pune,Maharashtra,18.494955,73.96599,2,0.45,20,2,major,fog,low,highway,low
5310,Delhi,Delhi,28.654184,77.280807,2,0.6,18,2,minor,fog,low,urban,medium
5311,Mumbai,Maharashtra,18.915193,72.800732,3,0.45,15,2,minor,rain,low,rural,low
5312,Chandigarh,Punjab,30.764444,76.855934,2,0.45,23,0,major,fog,low,urban,medium
5313,Hyderabad,Telangana,17.200809,78.569117,3,0.45,2,3,minor,rain,low,urban,low
5314,Hyderabad,Telangana,17.551794,78.270017,3,0.45,5,0,minor,rain,low,highway,medium
5315,Hyderabad,Telangana,17.422981,78.277939,0,0.25,2,0,minor,rain,medium,rural,low
5316,Chandigarh,Punjab,30.671457,76.893298,1,0.3,11,0,minor,clear,high,urban,high
5317,Hyderabad,Telangana,17.476665,78.421245,2,0.65,11,2,minor,fog,low,rural,high
5318,Pune,Maharashtra,18.477334,73.815056,0,0.6,18,2,major,rain,medium,urban,high
5319,Hyderabad,Telangana,17.268045,78.397765,0,0.4,18,5,minor,rain,medium,urban,medium
5320,Delhi,Delhi,28.461163,77.1369,0,0.25,0,2,major,rain,medium,highway,low
5321,Bangalore,Karnataka,13.115534,77.582504,0,0.25,4,4,major,rain,medium,highway,low
5322,Pune,Maharashtra,18.587434,73.994245,1,0.25,10,1,minor,clear,high,rural,medium
5323,Chennai,Tamil Nadu,12.966211,80.231067,1,0.3,6,1,minor,clear,high,highway,high
5324,Bangalore,Karnataka,12.946062,77.558661,0,0.45,23,4,fatal,rain,medium,rural,low
5325,Delhi,Delhi,28.679918,77.019745,0,0.45,13,0,major,rain,medium,urban,high
5326,Mumbai,Maharashtra,18.893257,72.803846,3,0.8,18,1,fatal,rain,low,rural,low
5327,Delhi,Delhi,28.884714,77.046846,2,0.45,16,0,minor,fog,low,urban,low
5328,Chandigarh,Punjab,30.674324,76.773747,0,0.45,14,5,major,rain,medium,urban,high
5329,Bangalore,Karnataka,12.970376,77.780008,0,0.45,20,2,minor,rain,medium,rural,high
5330,Bangalore,Karnataka,12.850867,77.537287,3,0.6,18,2,minor,rain,low,rural,medium
5331,Hyderabad,Telangana,17.595542,78.420493,0,0.25,22,0,minor,rain,medium,highway,medium
5332,Hyderabad,Telangana,17.47607,78.422615,1,0.3,21,2,fatal,clear,high,rural,low
5333,Delhi,Delhi,28.842606,76.94398,0,0.25,1,1,minor,rain,medium,rural,low
5334,Bangalore,Karnataka,12.883751,77.476178,2,0.6,17,1,minor,fog,low,highway,medium
5335,Kolkata,West Bengal,22.52896,88.20754,2,0.45,21,1,minor,fog,low,urban,medium
5336,Mumbai,Maharashtra,18.983405,72.771021,2,0.65,5,1,minor,fog,low,highway,high
5337,Hyderabad,Telangana,17.327115,78.514503,2,0.65,13,1,minor,fog,low,highway,high
5338,Hyderabad,Telangana,17.427575,78.342284,2,0.45,14,1,minor,fog,low,urban,medium
5339,Delhi,Delhi,28.692202,77.196168,2,0.6,8,2,major,fog,low,highway,medium
5340,Chandigarh,Punjab,30.612649,76.787449,0,0.4,17,1,minor,rain,medium,highway,medium
5341,Hyderabad,Telangana,17.544894,78.329222,2,0.45,1,1,minor,fog,low,rural,low
5342,Chandigarh,Punjab,30.767392,76.882048,2,0.45,15,1,minor,fog,low,rural,low
5343,Delhi,Delhi,28.785631,76.966778,1,0.1,0,2,minor,clear,high,highway,medium
5344,Pune,Maharashtra,18.407203,73.960547,1,0.1,16,1,minor,clear,high,rural,low
5345,Chandigarh,Punjab,30.774165,76.77224,3,0.45,0,4,minor,rain,low,urban,medium
5346,Kolkata,West Bengal,22.405189,88.254042,3,0.6,18,3,minor,rain,low,urban,low
5347,Hyderabad,Telangana,17.281099,78.502817,1,0.45,9,1,minor,clear,high,rural,high
5348,Hyderabad,Telangana,17.447574,78.365019,1,0.1,5,4,minor,clear,high,highway,low
5349,Delhi,Delhi,28.542556,77.082931,0,0.25,3,0,minor,rain,medium,rural,low
5350,Pune,Maharashtra,18.617874,73.783152,2,0.8,18,1,major,fog,low,rural,high
5351,Chandigarh,Punjab,30.669069,76.851427,2,0.45,20,3,minor,fog,low,rural,low
5352,Kolkata,West Bengal,22.434836,88.482318,1,0.1,21,4,major,clear,high,urban,medium
5353,Delhi,Delhi,28.664617,76.910816,2,0.8,10,0,minor,fog,low,urban,high
5354,Hyderabad,Telangana,17.333778,78.421411,2,0.45,11,3,major,fog,low,rural,low
5355,Chandigarh,Punjab,30.625644,76.734746,1,0.25,19,3,major,clear,high,highway,medium
5356,Bangalore,Karnataka,13.157419,77.665727,2,0.8,9,2,fatal,fog,low,urban,low
5357,Chandigarh,Punjab,30.669469,76.708948,2,0.65,15,5,fatal,fog,low,rural,medium
5358,Chandigarh,Punjab,30.70773,76.839589,0,0.25,5,0,major,rain,medium,rural,low
5359,Chandigarh,Punjab,30.68999,76.85532,1,0.1,0,0,major,clear,high,highway,low
5360,Chennai,Tamil Nadu,12.936025,80.262786,2,0.65,12,1,minor,fog,low,urban,high
5361,Chennai,Tamil Nadu,12.829566,80.202482,1,0.45,18,5,fatal,clear,high,highway,medium
5362,Chennai,Tamil Nadu,13.118749,80.149829,3,0.45,1,2,minor,rain,low,urban,low
5363,Chennai,Tamil Nadu,13.161004,80.215234,0,0.6,10,3,minor,rain,medium,rural,high
5364,Bangalore,Karnataka,12.986457,77.594578,1,0.1,4,4,minor,clear,high,rural,medium
5365,Chennai,Tamil Nadu,13.12658,80.120888,3,0.65,20,1,fatal,rain,low,highway,medium
5366,Bangalore,Karnataka,13.085925,77.532018,2,0.45,12,4,minor,fog,low,urban,low
5367,Chennai,Tamil Nadu,13.132048,80.246179,1,0.25,19,0,minor,clear,high,highway,medium
5368,Bangalore,Karnataka,12.912812,77.409798,1,0.45,19,1,fatal,clear,high,highway,medium
5369,Hyderabad,Telangana,17.408176,78.235835,2,0.45,15,1,minor,fog,low,urban,medium
5370,Kolkata,West Bengal,22.414207,88.399666,1,0.1,12,1,minor,clear,high,rural,medium
5371,Chennai,Tamil Nadu,12.977494,80.105521,2,0.85,12,4,fatal,fog,low,highway,high
5372,Kolkata,West Bengal,22.695437,88.440492,3,0.65,4,4,minor,rain,low,urban,high
5373,Bangalore,Karnataka,12.95798,77.617629,1,0.1,1,0,minor,clear,high,urban,low
5374,Pune,Maharashtra,18.636774,73.92211,1,0.45,9,3,fatal,clear,high,urban,medium
5375,Kolkata,West Bengal,22.662919,88.467655,2,0.45,16,0,minor,fog,low,rural,low
5376,Pune,Maharashtra,18.566453,73.931388,0,0.25,13,0,major,rain,medium,rural,low
5377,Chandigarh,Punjab,30.712208,76.729922,1,0.25,10,1,major,clear,high,highway,medium
5378,Pune,Maharashtra,18.513348,73.847618,2,0.65,7,1,minor,fog,low,urban,high
5379,Bangalore,Karnataka,13.020077,77.674051,2,0.8,19,5,fatal,fog,low,rural,medium
5380,Hyderabad,Telangana,17.443617,78.512249,1,0.1,3,3,minor,clear,high,rural,low
5381,Chandigarh,Punjab,30.638818,76.79089,3,0.45,5,1,minor,rain,low,highway,medium
5382,Mumbai,Maharashtra,19.203568,72.80265,2,0.45,7,1,minor,fog,low,urban,low
5383,Delhi,Delhi,28.419821,77.016872,1,0.3,14,3,fatal,clear,high,urban,medium
5384,Mumbai,Maharashtra,18.882581,72.711249,3,0.45,20,3,minor,rain,low,urban,low
5385,Bangalore,Karnataka,13.097851,77.488468,3,0.45,23,3,minor,rain,low,highway,medium
5386,Delhi,Delhi,28.653224,77.114101,0,0.6,8,0,minor,rain,medium,highway,high
5387,Kolkata,West Bengal,22.689529,88.362764,1,0.3,3,1,fatal,clear,high,urban,medium
5388,Chandigarh,Punjab,30.681506,76.854674,2,0.65,22,0,minor,fog,low,urban,high
5389,Mumbai,Maharashtra,19.08736,72.789864,2,0.65,11,2,major,fog,low,urban,high
5390,Kolkata,West Bengal,22.497391,88.366134,1,0.3,16,0,major,clear,high,highway,high
5391,Kolkata,West Bengal,22.614283,88.392594,1,0.1,13,0,minor,clear,high,highway,medium
5392,Bangalore,Karnataka,12.984658,77.625371,0,0.6,9,0,major,rain,medium,rural,high
5393,Chennai,Tamil Nadu,12.956919,80.248972,0,0.4,19,4,minor,rain,medium,highway,medium
5394,Delhi,Delhi,28.843823,77.09927,0,0.6,17,1,minor,rain,medium,rural,high
5395,Chandigarh,Punjab,30.75556,76.821573,2,0.8,18,4,major,fog,low,rural,high
5396,Chennai,Tamil Nadu,13.174804,80.142827,1,0.1,14,4,major,clear,high,highway,low
5397,Bangalore,Karnataka,12.941736,77.413468,2,0.45,6,4,minor,fog,low,urban,low
5398,Hyderabad,Telangana,17.201386,78.36044,2,0.45,15,4,minor,fog,low,highway,medium
5399,Bangalore,Karnataka,13.179397,77.71416,2,0.6,19,0,minor,fog,low,urban,low
5400,Mumbai,Maharashtra,18.999902,72.814951,3,0.45,14,0,major,rain,low,urban,low
5401,Pune,Maharashtra,18.426027,73.850597,1,0.25,10,0,major,clear,high,highway,medium
5402,Chennai,Tamil Nadu,12.857109,80.126846,1,0.45,19,2,major,clear,high,rural,high
5403,Chennai,Tamil Nadu,13.015057,80.245216,0,0.6,10,3,major,rain,medium,urban,high
5404,Kolkata,West Bengal,22.672226,88.277731,0,0.25,20,2,major,rain,medium,rural,medium
5405,Chandigarh,Punjab,30.605917,76.892507,2,0.45,12,2,major,fog,low,highway,medium
5406,Mumbai,Maharashtra,19.215982,72.937009,1,0.1,23,2,minor,clear,high,urban,medium
5407,Mumbai,Maharashtra,19.031575,72.727135,2,0.45,12,3,minor,fog,low,rural,medium
5408,Bangalore,Karnataka,13.122625,77.533743,2,0.45,22,1,minor,fog,low,rural,low
5409,Delhi,Delhi,28.844881,77.26548,2,0.8,10,3,minor,fog,low,highway,high
5410,Bangalore,Karnataka,12.862682,77.794834,2,1.0,17,5,fatal,fog,low,rural,high
5411,Chandigarh,Punjab,30.712212,76.878708,1,0.3,1,3,major,clear,high,urban,high
5412,Delhi,Delhi,28.71632,76.974071,2,0.6,17,2,minor,fog,low,urban,medium
5413,Kolkata,West Bengal,22.534785,88.21166,1,0.1,21,1,minor,clear,high,rural,medium
5414,Chennai,Tamil Nadu,12.881615,80.126654,3,0.85,3,1,fatal,rain,low,highway,high
5415,Kolkata,West Bengal,22.599907,88.313503,2,0.65,14,5,fatal,fog,low,urban,low
5416,Delhi,Delhi,28.497686,76.994793,1,0.1,15,0,major,clear,high,highway,medium
5417,Chennai,Tamil Nadu,13.129522,80.106106,2,0.8,8,4,fatal,fog,low,urban,medium
5418,Mumbai,Maharashtra,19.135046,72.91854,0,0.25,0,1,major,rain,medium,highway,low
5419,Kolkata,West Bengal,22.598023,88.29391,2,0.45,7,4,minor,fog,low,rural,low
5420,Pune,Maharashtra,18.655087,73.719053,1,0.1,2,2,minor,clear,high,highway,low
5421,Pune,Maharashtra,18.533263,73.84483,0,0.25,3,1,minor,rain,medium,rural,medium
5422,Chennai,Tamil Nadu,12.901189,80.148122,1,0.45,19,4,major,clear,high,rural,high
5423,Delhi,Delhi,28.608939,77.12187,1,0.1,21,0,major,clear,high,highway,medium
5424,Hyderabad,Telangana,17.597339,78.50008,1,0.1,12,0,minor,clear,high,urban,low
5425,Delhi,Delhi,28.530858,76.99452,1,0.1,16,1,minor,clear,high,rural,medium
5426,Hyderabad,Telangana,17.473132,78.338087,1,0.1,15,0,minor,clear,high,highway,medium
5427,Hyderabad,Telangana,17.217684,78.410101,0,0.25,12,2,major,rain,medium,urban,medium
5428,Bangalore,Karnataka,12.964773,77.780326,1,0.45,19,1,minor,clear,high,urban,high
5429,Hyderabad,Telangana,17.555493,78.51075,3,0.45,2,1,major,rain,low,urban,low
5430,Delhi,Delhi,28.51771,76.942171,3,0.45,13,0,minor,rain,low,urban,low
5431,Mumbai,Maharashtra,19.066443,72.860716,2,0.65,5,5,minor,fog,low,highway,high
5432,Mumbai,Maharashtra,18.904457,72.77547,3,0.8,18,0,major,rain,low,urban,high
5433,Pune,Maharashtra,18.420526,73.829937,2,0.45,12,2,minor,fog,low,highway,medium
5434,Kolkata,West Bengal,22.483349,88.239855,2,0.8,18,0,minor,fog,low,rural,high
5435,Chandigarh,Punjab,30.638796,76.70448,2,0.65,14,2,minor,fog,low,highway,high
5436,Chennai,Tamil Nadu,13.111531,80.116303,1,0.1,0,1,minor,clear,high,highway,low
5437,Bangalore,Karnataka,12.838725,77.478459,2,0.65,5,3,fatal,fog,low,highway,low
5438,Bangalore,Karnataka,12.853135,77.670614,3,0.45,7,1,minor,rain,low,rural,medium
5439,Kolkata,West Bengal,22.566608,88.440481,2,0.65,6,2,major,fog,low,urban,high
5440,Bangalore,Karnataka,12.918455,77.580499,0,0.45,3,2,fatal,rain,medium,highway,medium
5441,Kolkata,West Bengal,22.637723,88.45392,3,0.8,18,1,minor,rain,low,urban,high
5442,Kolkata,West Bengal,22.565814,88.396019,1,0.45,19,3,fatal,clear,high,rural,medium
5443,Mumbai,Maharashtra,18.83644,72.781623,1,0.1,1,0,minor,clear,high,urban,low
5444,Delhi,Delhi,28.675167,77.195252,2,0.65,22,2,minor,fog,low,urban,high
5445,Delhi,Delhi,28.776413,77.273365,0,0.65,14,3,fatal,rain,medium,highway,high
5446,Kolkata,West Bengal,22.594264,88.246819,1,0.1,2,1,major,clear,high,rural,low
5447,Bangalore,Karnataka,12.922072,77.681511,2,0.6,10,0,minor,fog,low,urban,medium
5448,Kolkata,West Bengal,22.456847,88.244388,1,0.3,22,5,fatal,clear,high,urban,medium
5449,Hyderabad,Telangana,17.57823,78.484979,1,0.1,22,1,major,clear,high,rural,medium
5450,Chennai,Tamil Nadu,12.909958,80.241515,0,0.4,19,2,major,rain,medium,rural,medium
5451,Mumbai,Maharashtra,19.266145,72.716389,3,1.0,18,5,fatal,rain,low,highway,high
5452,Kolkata,West Bengal,22.664525,88.240208,3,0.45,6,0,minor,rain,low,rural,low
5453,Hyderabad,Telangana,17.303313,78.467345,0,0.45,22,0,major,rain,medium,highway,high
5454,Delhi,Delhi,28.571342,77.149861,2,0.45,0,0,major,fog,low,urban,low
