accident_id,city,accident_severity,actual,prediction,residual
2969,Kolkata,major,0.25,0.2474,0.0026
2972,Delhi,major,0.45,0.4783,-0.0283
2977,Hyderabad,fatal,0.6,0.5086,0.0914
2981,Hyderabad,major,0.4,0.5258,-0.1258
2983,Mumbai,minor,0.25,0.3416,-0.0916
2984,Mumbai,minor,0.65,0.6712,-0.0212
2988,Pune,minor,0.6,0.5911,0.0089
2994,Pune,minor,0.1,0.1204,-0.0204
2996,Mumbai,minor,0.3,0.2868,0.0132
3001,Chennai,minor,0.3,0.3713,-0.0713
3002,Chandigarh,major,0.45,0.4916,-0.0416
3003,Chennai,minor,0.45,0.452,-0.002
3006,Delhi,major,0.45,0.449,0.001
3030,Chennai,major,0.6,0.6341,-0.0341
3031,Delhi,major,0.45,0.4866,-0.0366
3034,Kolkata,fatal,0.85,0.6597,0.1903
3040,Delhi,major,0.1,0.107,-0.007
3045,Hyderabad,minor,0.45,0.4573,-0.0073
3052,Hyderabad,minor,0.6,0.629,-0.029
3062,Chennai,minor,0.25,0.3359,-0.0859
3065,Hyderabad,major,0.1,0.1927,-0.0927
3067,Bangalore,major,0.1,0.1312,-0.0312
3068,Chandigarh,major,0.25,0.2856,-0.0356
3076,Chennai,major,0.45,0.5097,-0.0597
3085,Mumbai,minor,0.25,0.2675,-0.0175
3086,Hyderabad,minor,0.8,0.8133,-0.0133
3087,Hyderabad,fatal,0.85,0.6729,0.1771
3089,Chennai,major,0.3,0.3003,-0.0003
3090,Pune,minor,0.25,0.2413,0.0087
3099,Mumbai,minor,0.1,0.1416,-0.0416
3102,Delhi,minor,0.65,0.7205,-0.0705
3113,Bangalore,major,0.65,0.7427,-0.0927
3119,Hyderabad,major,0.25,0.2779,-0.0279
3127,Hyderabad,minor,0.3,0.3795,-0.0795
3130,Mumbai,minor,0.65,0.6889,-0.0389
3142,Kolkata,fatal,0.3,0.0862,0.2138
3146,Chandigarh,minor,0.3,0.3286,-0.0286
3147,Pune,minor,0.65,0.7265,-0.0765
3149,Mumbai,fatal,0.65,0.4604,0.1896
3156,Chennai,major,0.45,0.4446,0.0054
3157,Bangalore,minor,0.45,0.4241,0.0259
3167,Delhi,minor,0.6,0.6119,-0.0119
3169,Bangalore,major,0.65,0.71,-0.06
3173,Bangalore,minor,0.25,0.2688,-0.0188
3181,Kolkata,fatal,0.3,0.1605,0.1395
3190,Chennai,minor,0.45,0.4755,-0.0255
3191,Delhi,major,0.65,0.6612,-0.0112
3200,Chandigarh,fatal,0.8,0.5859,0.2141
3215,Pune,minor,0.45,0.5719,-0.1219
3218,Pune,minor,0.65,0.6343,0.0157
3221,Mumbai,minor,0.45,0.4724,-0.0224
3233,Kolkata,major,0.25,0.306,-0.056
3235,Hyderabad,minor,0.45,0.4269,0.0231
3239,Hyderabad,minor,0.25,0.3215,-0.0715
3243,Chandigarh,major,0.1,0.085,0.015
3252,Chandigarh,minor,0.6,0.641,-0.041
3255,Chennai,fatal,0.75,0.4868,0.2632
3257,Mumbai,minor,0.1,0.1644,-0.0644
3260,Hyderabad,major,0.45,0.4442,0.0058
3261,Hyderabad,minor,0.1,0.1895,-0.0895
3264,Kolkata,major,0.3,0.3292,-0.0292
3280,Mumbai,minor,0.1,0.1224,-0.0224
3283,Kolkata,minor,0.65,0.6474,0.0026
3286,Chennai,minor,0.45,0.4879,-0.0379
3287,Bangalore,major,0.45,0.452,-0.002
3295,Chandigarh,major,0.65,0.696,-0.046
3306,Hyderabad,minor,0.1,0.1409,-0.0409
3307,Mumbai,minor,0.1,0.1862,-0.0862
3309,Delhi,minor,0.3,0.3903,-0.0903
3311,Delhi,minor,0.45,0.4607,-0.0107
3316,Kolkata,minor,0.3,0.4571,-0.1571
3319,Chandigarh,major,0.1,0.0978,0.0022
3320,Chandigarh,major,0.25,0.3222,-0.0722
3327,Pune,major,0.25,0.2842,-0.0342
3328,Mumbai,minor,0.45,0.4794,-0.0294
3338,Mumbai,minor,0.6,0.6039,-0.0039
3349,Hyderabad,minor,0.55,0.5088,0.0412
3355,Delhi,major,0.1,0.1062,-0.0062
3357,Chandigarh,major,0.45,0.5249,-0.0749
3360,Delhi,minor,0.45,0.4552,-0.0052
3361,Pune,major,0.45,0.4561,-0.0061
3365,Bangalore,major,0.8,0.8255,-0.0255
3367,Delhi,major,0.45,0.4678,-0.0178
3368,Delhi,major,0.1,0.1373,-0.0373
3376,Mumbai,major,0.45,0.4402,0.0098
3384,Pune,minor,0.1,0.1623,-0.0623
3387,Chennai,minor,0.45,0.4878,-0.0378
3389,Mumbai,major,0.65,0.6541,-0.0041
3391,Pune,major,0.1,0.0821,0.0179
3393,Chennai,minor,0.45,0.4566,-0.0066
3394,Hyderabad,fatal,0.65,0.4611,0.1889
3400,Chandigarh,minor,0.1,0.1542,-0.0542
3406,Pune,major,0.1,0.1165,-0.0165
3409,Bangalore,minor,0.25,0.2668,-0.0168
3412,Delhi,major,0.45,0.4977,-0.0477
3418,Mumbai,minor,0.8,0.8319,-0.0319
3422,Chennai,major,0.45,0.4929,-0.0429
3423,Mumbai,fatal,0.65,0.4693,0.1807
3426,Bangalore,minor,0.65,0.6586,-0.0086
3430,Pune,major,0.45,0.4807,-0.0307
3434,Pune,fatal,0.4,0.2012,0.1988
3438,Chennai,minor,0.45,0.4422,0.0078
3446,Chandigarh,minor,0.1,0.1161,-0.0161
3451,Pune,major,0.3,0.3932,-0.0932
3476,Bangalore,major,0.45,0.4999,-0.0499
3478,Chennai,minor,0.45,0.4695,-0.0195
3496,Bangalore,major,0.65,0.6555,-0.0055
3497,Kolkata,minor,0.45,0.4693,-0.0193
3498,Hyderabad,major,0.45,0.4815,-0.0315
3508,Delhi,minor,0.3,0.3116,-0.0116
3514,Delhi,major,0.1,0.0656,0.0344
3517,Bangalore,minor,0.25,0.2862,-0.0362
3526,Pune,minor,0.25,0.3073,-0.0573
3528,Chandigarh,major,0.45,0.4793,-0.0293
3532,Kolkata,fatal,0.5,0.3784,0.1216
3535,Pune,major,0.45,0.4906,-0.0406
3536,Hyderabad,fatal,0.65,0.4759,0.1741
3540,Kolkata,minor,0.45,0.4897,-0.0397
3549,Chandigarh,minor,0.45,0.4457,0.0043
3558,Chandigarh,major,0.45,0.4902,-0.0402
3569,Kolkata,minor,0.45,0.4605,-0.0105
3570,Bangalore,major,0.45,0.4864,-0.0364
3578,Pune,major,0.45,0.4344,0.0156
3582,Bangalore,major,0.6,0.6414,-0.0414
3587,Chennai,major,0.3,0.3741,-0.0741
3589,Pune,minor,0.45,0.4859,-0.0359
3593,Delhi,major,0.1,0.1332,-0.0332
3595,Chandigarh,major,0.6,0.7221,-0.1221
3597,Mumbai,minor,0.3,0.3088,-0.0088
3612,Kolkata,major,0.45,0.4542,-0.0042
3617,Kolkata,major,0.65,0.6696,-0.0196
3627,Hyderabad,minor,0.25,0.3145,-0.0645
3630,Chandigarh,minor,0.1,0.0831,0.0169
3633,Kolkata,minor,0.25,0.2605,-0.0105
3641,Chandigarh,major,0.45,0.48,-0.03
3644,Hyderabad,minor,0.1,0.1018,-0.0018
3651,Bangalore,major,0.8,0.9142,-0.1142
3654,Kolkata,fatal,0.45,0.2605,0.1895
3659,Hyderabad,minor,0.8,0.8115,-0.0115
3661,Delhi,fatal,0.85,0.6261,0.2239
3668,Delhi,minor,0.1,0.0773,0.0227
3670,Chennai,minor,0.1,0.1251,-0.0251
3681,Bangalore,minor,0.8,0.8316,-0.0316
3683,Chennai,major,0.45,0.4557,-0.0057
3684,Kolkata,major,0.45,0.4566,-0.0066
3690,Chandigarh,minor,0.65,0.7174,-0.0674
3699,Kolkata,minor,0.45,0.5131,-0.0631
3707,Chennai,minor,0.1,0.1592,-0.0592
3709,Mumbai,major,0.65,0.6289,0.0211
3718,Hyderabad,major,0.45,0.5406,-0.0906
3721,Bangalore,fatal,0.45,0.2549,0.1951
3725,Delhi,minor,0.3,0.3116,-0.0116
3740,Delhi,minor,0.25,0.2831,-0.0331
3744,Chennai,fatal,0.5,0.353,0.147
3750,Pune,minor,0.1,0.1701,-0.0701
3751,Bangalore,minor,0.3,0.3216,-0.0216
3757,Chennai,major,0.45,0.4863,-0.0363
3773,Delhi,major,0.6,0.7604,-0.1604
3776,Hyderabad,minor,0.45,0.4698,-0.0198
3778,Mumbai,fatal,0.65,0.478,0.172
3784,Delhi,minor,0.1,0.0895,0.0105
3785,Chandigarh,minor,0.25,0.2623,-0.0123
3788,Kolkata,minor,0.45,0.5083,-0.0583
3795,Pune,fatal,0.65,0.5177,0.1323
3799,Bangalore,fatal,0.3,0.1638,0.1362
3807,Chandigarh,minor,0.45,0.4915,-0.0415
3808,Mumbai,fatal,0.45,0.2711,0.1789
3809,Hyderabad,major,0.6,0.7133,-0.1133
3813,Chennai,minor,0.45,0.4768,-0.0268
3814,Kolkata,fatal,1.0,0.9072,0.0928
3830,Delhi,major,0.25,0.2543,-0.0043
3832,Pune,minor,0.1,0.1101,-0.0101
3833,Delhi,major,0.45,0.45,0.0
3834,Pune,fatal,0.65,0.4842,0.1658
3840,Hyderabad,minor,0.45,0.5249,-0.0749
3845,Mumbai,fatal,0.3,0.0826,0.2174
3851,Chandigarh,fatal,0.45,0.2524,0.1976
3859,Delhi,fatal,0.3,0.126,0.174
3871,Chennai,minor,0.1,0.1194,-0.0194
3872,Bangalore,minor,0.45,0.4751,-0.0251
3875,Hyderabad,minor,0.6,0.5966,0.0034
3890,Chandigarh,minor,0.6,0.6999,-0.0999
3898,Bangalore,minor,0.1,0.1323,-0.0323
3913,Chennai,major,0.25,0.2352,0.0148
3915,Chennai,major,0.6,0.6421,-0.0421
3918,Bangalore,fatal,1.0,0.8266,0.1734
3926,Pune,minor,0.8,0.8729,-0.0729
3928,Bangalore,fatal,0.45,0.2661,0.1839
3931,Mumbai,minor,0.45,0.473,-0.023
3937,Chennai,minor,0.45,0.4641,-0.0141
3946,Chandigarh,major,0.45,0.4846,-0.0346
3950,Chennai,minor,0.6,0.623,-0.023
3951,Kolkata,major,0.1,0.1027,-0.0027
3960,Pune,major,0.65,0.6491,0.0009
3963,Kolkata,minor,0.1,0.104,-0.004
3964,Kolkata,fatal,0.8,0.6439,0.1561
3965,Chandigarh,minor,0.1,0.1286,-0.0286
3982,Kolkata,minor,0.45,0.5383,-0.0883
3990,Delhi,major,0.1,0.0751,0.0249
3992,Kolkata,minor,0.8,0.8598,-0.0598
3993,Chandigarh,minor,0.6,0.6447,-0.0447
3997,Pune,minor,0.25,0.2857,-0.0357
4002,Hyderabad,minor,0.45,0.4408,0.0092
4014,Mumbai,minor,0.45,0.507,-0.057
4015,Hyderabad,minor,0.65,0.6875,-0.0375
4016,Bangalore,major,0.25,0.3033,-0.0533
4031,Delhi,minor,0.45,0.4824,-0.0324
4032,Chennai,major,0.8,0.8207,-0.0207
4034,Bangalore,major,0.25,0.2815,-0.0315
4037,Mumbai,minor,0.45,0.4949,-0.0449
4044,Kolkata,minor,0.1,0.1493,-0.0493
4047,Mumbai,major,0.45,0.4407,0.0093
4055,Chennai,fatal,0.8,0.6314,0.1686
4058,Hyderabad,minor,0.6,0.6086,-0.0086
4064,Chennai,minor,0.45,0.504,-0.054
4069,Mumbai,major,0.3,0.3333,-0.0333
4070,Hyderabad,major,0.8,0.8962,-0.0962
4072,Pune,major,0.6,0.7023,-0.1023
4074,Pune,minor,0.45,0.4717,-0.0217
4078,Mumbai,major,0.3,0.3057,-0.0057
4079,Bangalore,minor,0.1,0.1327,-0.0327
4083,Delhi,minor,0.1,0.1215,-0.0215
4088,Chennai,major,0.45,0.4684,-0.0184
4091,Chandigarh,minor,0.45,0.4999,-0.0499
4110,Mumbai,minor,0.25,0.2524,-0.0024
4112,Kolkata,minor,0.25,0.3427,-0.0927
4119,Chennai,fatal,0.65,0.4443,0.2057
4126,Delhi,major,0.3,0.2926,0.0074
4127,Kolkata,minor,0.8,0.8028,-0.0028
4128,Delhi,minor,0.45,0.4187,0.0313
4129,Mumbai,minor,0.45,0.4711,-0.0211
4130,Mumbai,major,0.65,0.6517,-0.0017
4136,Mumbai,fatal,0.65,0.5008,0.1492
4146,Kolkata,major,0.6,0.6205,-0.0205
4158,Kolkata,minor,0.25,0.2768,-0.0268
4160,Hyderabad,minor,0.45,0.4464,0.0036
4162,Pune,major,0.3,0.3265,-0.0265
4166,Pune,minor,0.1,0.1836,-0.0836
4169,Hyderabad,minor,0.25,0.2523,-0.0023
4171,Mumbai,minor,0.65,0.7071,-0.0571
4174,Chandigarh,minor,0.25,0.245,0.005
4175,Bangalore,minor,0.45,0.4628,-0.0128
4178,Pune,minor,0.45,0.4806,-0.0306
4179,Chandigarh,fatal,0.5,0.3126,0.1874
4186,Delhi,minor,0.45,0.4987,-0.0487
4189,Mumbai,minor,0.6,0.6417,-0.0417
4191,Bangalore,major,0.45,0.4594,-0.0094
4195,Kolkata,minor,0.3,0.4342,-0.1342
4209,Mumbai,minor,0.6,0.7846,-0.1846
4213,Chennai,minor,0.8,0.8403,-0.0403
4218,Bangalore,minor,0.45,0.4904,-0.0404
4219,Mumbai,minor,0.6,0.6167,-0.0167
4222,Chennai,minor,0.8,0.822,-0.022
4226,Kolkata,minor,0.1,0.1699,-0.0699
4228,Mumbai,minor,0.65,0.7001,-0.0501
4235,Chandigarh,major,0.6,0.6262,-0.0262
4238,Delhi,minor,0.45,0.4661,-0.0161
4245,Mumbai,minor,0.45,0.436,0.014
4249,Chennai,major,0.3,0.3751,-0.0751
4250,Chandigarh,fatal,1.0,0.9307,0.0693
4252,Bangalore,major,0.1,0.1028,-0.0028
4255,Chennai,minor,0.45,0.4525,-0.0025
4267,Delhi,minor,0.1,0.1766,-0.0766
4270,Chandigarh,major,0.25,0.2894,-0.0394
4271,Kolkata,minor,0.8,0.8297,-0.0297
4273,Bangalore,minor,0.25,0.2595,-0.0095
4275,Chandigarh,minor,0.45,0.4657,-0.0157
4281,Bangalore,major,0.3,0.3845,-0.0845
4287,Kolkata,major,0.1,0.1104,-0.0104
4293,Mumbai,minor,0.3,0.3523,-0.0523
4299,Chandigarh,major,0.65,0.6912,-0.0412
4301,Mumbai,major,0.45,0.4325,0.0175
4305,Chandigarh,minor,0.65,0.6355,0.0145
4306,Chennai,minor,0.45,0.5243,-0.0743
4317,Bangalore,minor,0.1,0.0937,0.0063
4318,Pune,minor,0.1,0.1073,-0.0073
4320,Hyderabad,minor,0.8,0.8096,-0.0096
4323,Kolkata,major,0.1,0.0991,0.0009
4331,Chandigarh,major,0.1,0.0905,0.0095
4336,Chennai,minor,0.6,0.6415,-0.0415
4337,Mumbai,minor,0.45,0.4236,0.0264
4340,Chennai,major,0.25,0.3412,-0.0912
4349,Chandigarh,minor,0.25,0.3231,-0.0731
4355,Delhi,minor,0.6,0.654,-0.054
4361,Chandigarh,major,0.45,0.5224,-0.0724
4365,Kolkata,major,0.1,0.1151,-0.0151
4366,Mumbai,major,0.45,0.4724,-0.0224
4369,Mumbai,major,0.1,0.1538,-0.0538
4370,Kolkata,fatal,0.65,0.4444,0.2056
4375,Delhi,fatal,0.65,0.4796,0.1704
4379,Chandigarh,major,0.45,0.4426,0.0074
4380,Pune,minor,0.25,0.271,-0.021
4381,Delhi,minor,0.45,0.4672,-0.0172
4388,Hyderabad,minor,0.65,0.7239,-0.0739
4389,Mumbai,fatal,0.8,0.5822,0.2178
4391,Bangalore,major,0.25,0.3583,-0.1083
4394,Bangalore,minor,0.6,0.6802,-0.0802
4401,Bangalore,major,0.25,0.3203,-0.0703
4403,Mumbai,minor,0.1,0.0906,0.0094
4405,Chennai,minor,0.8,0.8358,-0.0358
4415,Chandigarh,minor,0.8,0.9183,-0.1183
4418,Mumbai,minor,0.3,0.2786,0.0214
4419,Pune,minor,0.45,0.4946,-0.0446
4424,Pune,fatal,0.3,0.1234,0.1766
4428,Delhi,minor,0.3,0.3006,-0.0006
4430,Kolkata,minor,0.45,0.4325,0.0175
4448,Hyderabad,fatal,0.65,0.4972,0.1528
4454,Chandigarh,minor,0.45,0.4591,-0.0091
4458,Delhi,major,0.8,0.8041,-0.0041
4464,Pune,major,0.1,0.115,-0.015
4471,Delhi,minor,0.25,0.3303,-0.0803
4476,Hyderabad,minor,0.25,0.3138,-0.0638
4479,Pune,minor,0.25,0.2285,0.0215
4480,Mumbai,minor,0.45,0.5047,-0.0547
4487,Delhi,minor,0.1,0.2014,-0.1014
4488,Pune,minor,0.65,0.6656,-0.0156
4501,Mumbai,fatal,0.65,0.4647,0.1853
4514,Delhi,minor,0.45,0.5367,-0.0867
4520,Mumbai,major,0.25,0.2463,0.0037
4524,Chandigarh,minor,0.45,0.4777,-0.0277
4532,Hyderabad,minor,0.1,0.131,-0.031
4536,Kolkata,fatal,0.85,0.7027,0.1473
4538,Bangalore,minor,0.45,0.4326,0.0174
4539,Bangalore,minor,0.25,0.3381,-0.0881
4555,Bangalore,minor,0.45,0.4601,-0.0101
4563,Hyderabad,fatal,0.65,0.5061,0.1439
4569,Kolkata,minor,0.65,0.698,-0.048
4573,Bangalore,minor,0.65,0.6874,-0.0374
4575,Delhi,major,0.65,0.6291,0.0209
4579,Bangalore,major,0.6,0.6521,-0.0521
4580,Bangalore,minor,0.45,0.489,-0.039
4584,Kolkata,minor,0.25,0.2302,0.0198
4585,Kolkata,minor,0.25,0.2416,0.0084
4586,Chandigarh,minor,0.25,0.3372,-0.0872
4589,Pune,major,0.25,0.2518,-0.0018
4590,Delhi,minor,0.3,0.3123,-0.0123
4603,Kolkata,major,0.65,0.6704,-0.0204
4604,Mumbai,fatal,0.8,0.6027,0.1973
4606,Kolkata,minor,0.1,0.1112,-0.0112
4612,Mumbai,minor,0.3,0.3466,-0.0466
4615,Hyderabad,minor,0.45,0.4454,0.0046
4625,Chennai,major,0.3,0.3377,-0.0377
4633,Hyderabad,major,0.4,0.4063,-0.0063
4634,Hyderabad,major,0.1,0.1448,-0.0448
4637,Mumbai,minor,0.45,0.4752,-0.0252
4641,Hyderabad,major,0.8,0.8183,-0.0183
4642,Mumbai,major,0.3,0.3288,-0.0288
4645,Chennai,minor,0.1,0.1928,-0.0928
4665,Pune,minor,0.3,0.3117,-0.0117
4668,Bangalore,minor,0.1,0.1006,-0.0006
4669,Bangalore,major,0.45,0.4821,-0.0321
4670,Bangalore,minor,0.45,0.548,-0.098
4680,Kolkata,minor,0.3,0.3255,-0.0255
4685,Delhi,minor,0.45,0.4634,-0.0134
4688,Bangalore,minor,0.45,0.4616,-0.0116
4689,Kolkata,minor,0.45,0.4314,0.0186
4691,Kolkata,fatal,0.45,0.2712,0.1788
4694,Chandigarh,minor,0.1,0.1321,-0.0321
4695,Chandigarh,major,0.3,0.337,-0.037
4706,Chandigarh,fatal,0.5,0.3187,0.1813
4711,Pune,major,0.1,0.1806,-0.0806
4712,Delhi,minor,0.1,0.1242,-0.0242
4717,Chandigarh,major,0.4,0.3937,0.0063
4723,Mumbai,major,0.45,0.4963,-0.0463
4725,Bangalore,minor,0.6,0.6522,-0.0522
4731,Pune,fatal,0.65,0.4586,0.1914
4742,Kolkata,major,0.65,0.6753,-0.0253
4743,Hyderabad,minor,0.1,0.1403,-0.0403
4747,Kolkata,minor,0.1,0.1232,-0.0232
4748,Chennai,major,0.45,0.4903,-0.0403
4752,Chandigarh,fatal,0.45,0.2876,0.1624
4756,Chennai,minor,0.8,0.8629,-0.0629
4759,Pune,minor,0.65,0.6571,-0.0071
4765,Hyderabad,major,0.45,0.4893,-0.0393
4779,Pune,minor,0.1,0.139,-0.039
4780,Bangalore,fatal,0.8,0.5642,0.2358
4782,Mumbai,major,0.45,0.4934,-0.0434
4792,Kolkata,minor,0.25,0.2648,-0.0148
4798,Chennai,minor,0.1,0.122,-0.022
4801,Hyderabad,major,0.3,0.3225,-0.0225
4802,Hyderabad,minor,0.6,0.6151,-0.0151
4808,Bangalore,major,0.65,0.6847,-0.0347
4820,Delhi,minor,0.1,0.1347,-0.0347
4826,Mumbai,minor,0.25,0.2253,0.0247
4827,Pune,minor,0.65,0.6585,-0.0085
4836,Chennai,major,0.45,0.4462,0.0038
4837,Chandigarh,minor,0.25,0.2492,0.0008
4840,Pune,minor,0.45,0.5335,-0.0835
4847,Delhi,minor,0.45,0.4816,-0.0316
4857,Pune,fatal,0.3,0.1369,0.1631
4860,Bangalore,minor,0.25,0.3785,-0.1285
4869,Chandigarh,minor,0.65,0.655,-0.005
4878,Pune,major,0.1,0.1366,-0.0366
4885,Bangalore,fatal,0.85,0.6666,0.1834
4892,Kolkata,minor,0.45,0.4612,-0.0112
4893,Hyderabad,minor,0.25,0.2567,-0.0067
4895,Mumbai,fatal,1.0,0.8256,0.1744
4912,Mumbai,minor,0.1,0.1064,-0.0064
4915,Chandigarh,major,0.1,0.0853,0.0147
4919,Pune,minor,0.45,0.4743,-0.0243
4920,Bangalore,minor,0.1,0.1473,-0.0473
4926,Chandigarh,minor,0.25,0.2705,-0.0205
4929,Pune,minor,0.8,0.8121,-0.0121
4932,Mumbai,fatal,0.5,0.3296,0.1704
4943,Kolkata,major,0.65,0.7171,-0.0671
4946,Pune,minor,0.1,0.118,-0.018
4954,Pune,minor,0.45,0.4609,-0.0109
4957,Chandigarh,minor,0.45,0.5009,-0.0509
4967,Hyderabad,major,0.1,0.124,-0.024
4971,Pune,fatal,0.65,0.4627,0.1873
4977,Hyderabad,minor,0.25,0.272,-0.022
4983,Delhi,minor,0.25,0.2342,0.0158
4988,Delhi,fatal,0.65,0.4841,0.1659
4990,Kolkata,major,0.45,0.4791,-0.0291
4992,Pune,minor,0.45,0.4781,-0.0281
4994,Mumbai,minor,0.65,0.6961,-0.0461
4995,Kolkata,minor,0.1,0.1198,-0.0198
4996,Chennai,minor,0.45,0.4626,-0.0126
5000,Hyderabad,minor,0.1,0.1068,-0.0068
5004,Delhi,minor,0.6,0.7178,-0.1178
5017,Hyderabad,minor,0.25,0.2854,-0.0354
5021,Delhi,minor,0.45,0.5776,-0.1276
5023,Bangalore,fatal,0.85,0.6218,0.2282
5026,Chennai,major,0.8,0.8027,-0.0027
5027,Bangalore,major,0.6,0.6064,-0.0064
5029,Delhi,minor,0.1,0.1181,-0.0181
5032,Chandigarh,minor,0.45,0.4546,-0.0046
5034,Kolkata,fatal,0.65,0.4811,0.1689
5037,Chandigarh,minor,0.1,0.1137,-0.0137
5041,Mumbai,minor,0.3,0.318,-0.018
5045,Hyderabad,minor,0.6,0.6214,-0.0214
5048,Chennai,minor,0.45,0.5615,-0.1115
5058,Chandigarh,minor,0.45,0.4663,-0.0163
5062,Chandigarh,fatal,0.3,0.0987,0.2013
5067,Hyderabad,minor,0.45,0.4572,-0.0072
5073,Hyderabad,minor,0.1,0.1229,-0.0229
5076,Hyderabad,minor,0.65,0.7223,-0.0723
5078,Hyderabad,major,0.45,0.4713,-0.0213
5088,Chennai,fatal,0.65,0.4457,0.2043
5091,Chennai,minor,0.45,0.4872,-0.0372
5094,Chennai,major,0.45,0.4546,-0.0046
5096,Bangalore,minor,0.25,0.3077,-0.0577
5098,Chandigarh,major,0.25,0.2661,-0.0161
5103,Kolkata,minor,0.25,0.3216,-0.0716
5105,Mumbai,minor,0.45,0.4683,-0.0183
5107,Bangalore,major,0.45,0.4615,-0.0115
5108,Bangalore,major,0.8,0.7677,0.0323
5114,Kolkata,minor,0.65,0.6659,-0.0159
5115,Chennai,minor,0.1,0.1194,-0.0194
5130,Chennai,major,0.65,0.6443,0.0057
5139,Delhi,fatal,0.5,0.3263,0.1737
5143,Hyderabad,minor,0.8,0.815,-0.015
5146,Bangalore,major,0.65,0.6944,-0.0444
5147,Hyderabad,fatal,0.65,0.4546,0.1954
5150,Delhi,fatal,0.3,0.0807,0.2193
5155,Delhi,major,0.1,0.0762,0.0238
5156,Kolkata,minor,0.45,0.4792,-0.0292
5159,Pune,major,0.3,0.334,-0.034
5160,Pune,major,0.1,0.2141,-0.1141
5165,Chandigarh,fatal,0.65,0.4406,0.2094
5168,Hyderabad,minor,0.65,0.7898,-0.1398
5174,Chennai,major,0.45,0.4407,0.0093
5182,Bangalore,minor,0.45,0.4877,-0.0377
5196,Kolkata,minor,0.45,0.4838,-0.0338
5203,Kolkata,major,0.4,0.4789,-0.0789
5209,Pune,minor,0.45,0.5715,-0.1215
5215,Delhi,major,0.25,0.2912,-0.0412
5230,Kolkata,minor,0.65,0.6636,-0.0136
5231,Chennai,minor,0.45,0.4475,0.0025
5238,Chennai,major,0.1,0.0977,0.0023
5241,Chennai,major,0.65,0.6429,0.0071
5246,Chandigarh,minor,0.6,0.6328,-0.0328
5249,Kolkata,minor,0.6,0.5598,0.0402
5252,Mumbai,major,0.45,0.4921,-0.0421
5253,Pune,minor,0.1,0.2397,-0.1397
5255,Chandigarh,minor,0.65,0.6806,-0.0306
5261,Pune,major,0.25,0.253,-0.003
5263,Hyderabad,major,0.1,0.1209,-0.0209
5272,Hyderabad,minor,0.65,0.6864,-0.0364
5275,Chandigarh,minor,0.45,0.5051,-0.0551
5309,Pune,major,0.45,0.4912,-0.0412
5311,Mumbai,minor,0.45,0.4597,-0.0097
5312,Chandigarh,major,0.45,0.4517,-0.0017
5329,Bangalore,minor,0.45,0.493,-0.043
5330,Bangalore,minor,0.6,0.6326,-0.0326
5331,Hyderabad,minor,0.25,0.2025,0.0475
5339,Delhi,major,0.6,0.6063,-0.0063
5365,Chennai,fatal,0.65,0.4408,0.2092
5366,Bangalore,minor,0.45,0.5346,-0.0846
5367,Chennai,minor,0.25,0.2514,-0.0014
5375,Kolkata,minor,0.45,0.4711,-0.0211
5378,Pune,minor,0.65,0.6985,-0.0485
5381,Chandigarh,minor,0.45,0.4677,-0.0177
5382,Mumbai,minor,0.45,0.4775,-0.0275
5385,Bangalore,minor,0.45,0.5296,-0.0796
5389,Mumbai,major,0.65,0.6614,-0.0114
5391,Kolkata,minor,0.1,0.2144,-0.1144
5400,Mumbai,major,0.45,0.463,-0.013
5404,Kolkata,major,0.25,0.2837,-0.0337
5414,Chennai,fatal,0.85,0.7767,0.0733
5416,Delhi,major,0.1,0.0888,0.0112
5417,Chennai,fatal,0.8,0.7075,0.0925
5418,Mumbai,major,0.25,0.2669,-0.0169
5423,Delhi,major,0.1,0.138,-0.038
5430,Delhi,minor,0.45,0.4699,-0.0199
5448,Kolkata,fatal,0.3,0.1379,0.1621
5452,Kolkata,minor,0.45,0.4854,-0.0354
5458,Kolkata,minor,0.3,0.3294,-0.0294
5466,Chandigarh,minor,0.25,0.2474,0.0026
5467,Mumbai,fatal,0.3,0.1929,0.1071
5468,Chandigarh,fatal,0.45,0.2763,0.1737
5469,Delhi,major,0.8,0.8446,-0.0446
5478,Hyderabad,minor,0.45,0.5248,-0.0748
5486,Mumbai,minor,0.1,0.1061,-0.0061
5492,Mumbai,minor,0.65,0.7361,-0.0861
5494,Chandigarh,minor,0.45,0.4521,-0.0021
5500,Kolkata,minor,0.6,0.586,0.014
5505,Kolkata,minor,0.45,0.4451,0.0049
5507,Delhi,minor,0.25,0.27,-0.02
5508,Delhi,minor,0.45,0.4441,0.0059
5510,Chennai,major,0.45,0.5344,-0.0844
5511,Bangalore,major,0.45,0.529,-0.079
5512,Chandigarh,minor,0.25,0.3058,-0.0558
5514,Chennai,minor,0.45,0.4724,-0.0224
5517,Kolkata,minor,0.25,0.2048,0.0452
5522,Mumbai,major,0.25,0.3112,-0.0612
5527,Pune,minor,0.1,0.1022,-0.0022
5542,Kolkata,minor,0.45,0.4549,-0.0049
5547,Hyderabad,major,0.45,0.4834,-0.0334
5548,Kolkata,minor,0.1,0.1845,-0.0845
5564,Hyderabad,major,0.45,0.4874,-0.0374
5575,Delhi,minor,0.45,0.4955,-0.0455
5577,Chandigarh,minor,0.1,0.2091,-0.1091
5585,Kolkata,minor,0.1,0.1005,-0.0005
